Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
22/12/2014,"MACKAN, LEITRIM VILLAGE, CARRICK ON SHANNON",,Leitrim,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"No 1 Priors Point, Attyrory, Carrick on Shannon",,Leitrim,"€308,370.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/12/2014,"19 DUN NA MBÓ, WILLOWFIELD, BALLINAMORE",,Leitrim,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"21 Woodford Green, Newtowngore",,Leitrim,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/12/2014,"6 GLEANN DARA, MANORHAMILTON, LEITRIM",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2014,"DRISTERN, DRUMSNA, LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2015,"13 GLEANN DARA, MANORHAMILTON",,Leitrim,"€44,053.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/01/2015,"AMORSET, MANORHAMILTON, LEITRIM",,Leitrim,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2015,"KILLYTOGHER, CROSSERLOUGH, CO CAVAN",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2015,"No102 Aughnaharna, Summerhill, Portlaoise",,Leitrim,"€175,771.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/2015,"TOWNLAND OF CORAWHILA, CORRY P O, CARRICK ON SHANNON",,Leitrim,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2015,"APT C 4, SHANNON COVE, DROMOD",,Leitrim,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2015,"JAMESTOWN RUE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2015,"21 Boffin Avenue, Dromod",,Leitrim,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2015,"DERRINTOVEY, DOWRA, LEITRIM",,Leitrim,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2015,"11 AN GAIRDIN, KESHCARRIGAN, CO LEITRIM",,Leitrim,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"2 GLEANN DARA, TULLY, BALLYMORE",,Leitrim,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"DRUMGORMAN, LEITRIM P O, LEITRIM",,Leitrim,"€51,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2015,"13  Windmill Park, Drumkererin",,Leitrim,"€40,528.63",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/01/2015,"9  Windmill Park, Drumkeeran",,Leitrim,"€39,647.57",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/01/2015,"CANAL VIEW HOUSE, KESHCARRIGAN, LEITRIM",,Leitrim,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2015,"CORNAROY, DRUMSHANBO, CO LEITRIM",,Leitrim,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2015,"21 CLUAIN SHI, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2015,"44 MAIGH GLAS, Liscara, Carrick.on.Shannon",,Leitrim,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/01/2015,"57 ST PATRICKS PARK, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2015,"7 Cois na hAbhainn, Tullaghan",,Leitrim,"€44,053.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"14 Priors Point, Attyrory, Carrick-on-Shannon",,Leitrim,"€193,833.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"36 Maigh Glas, Carrick.on.Shannon",,Leitrim,"€30,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"42 Maigh Glas, Carrick.on.Shannon",,Leitrim,"€25,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"45 Maigh Glas, Carrick.on.Shannon",,Leitrim,"€30,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"25 THE COURT HOUSE, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,"€51,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2015,"16 COIS ABHAINNE, TULLYLANNAN, LEITRIM VILLAGE",,Leitrim,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2015,"22 CLUAIN SI, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2015,"TOSACH NUA, ANNAGHMADDOO, KILNAGROSS",,Leitrim,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"16 CEIS LAWNS, KESHCARRIGAN, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"GLASDRUMMAN BEG, DRUMKEERIN, LEITRIM",,Leitrim,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"LISCALLYROAN, DRUMSNA, LEITRIM",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2015,"19 CLEMENTS COURT, LOUTH RYNN, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2015,"15 Maigh Glas, Liscara, Carrick.on.Shannon",,Leitrim,"€33,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/02/2015,"53 Maigh Glas, Liscara, Carrick.on.Shannon",,Leitrim,"€33,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/02/2015,"2 CASTLE COTTAGES, TULLAGHAN, CO. LEITRIM.",,Leitrim,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2015,"6 CASTLE COTTAGES, TULLAGHAN, CO LEITRIM",,Leitrim,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2015,"14 EARLS COURT, LOUGH RYNN, MOHILL",,Leitrim,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2015,"4 LETTERBEG, KESHCARRIGAN, LEITRIM",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"21 DÚN RÍ, ATTRIORY, CARRICK ON SHANNON",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"BALLINABOY LEITRIM VILLAGE, LEITRIM VILLAGE, LEITRIM",,Leitrim,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2015,"53 Gleann Dara, Manorhamilton",,Leitrim,"€55,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/02/2015,"9 GORT AOIBHINN, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€41,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2015,"5 CARRAIG BREAC, DRUMSHANBO, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"2 COIS LAWNS, KOSHLARRIGAN, LEITRIM",,Leitrim,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"2 GLEANN DARA, MANORHAMILITON, CO.LEITRIM",,Leitrim,"€26,431.71",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/02/2015,"11 WINDMILL PARK, DRUMKERRIN, CO LEITRIM",,Leitrim,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2015,"EDEN, BALLINAGLERAGH, LEITRIM",,Leitrim,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"COOLEBAWN, MOHILL, CO. LEITRIM",,Leitrim,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"ST ANNES CONVENT, MOHILL, CO.LEITRIM",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2015,"19 Crannog, Keshcarrigan",,Leitrim,"€74,900.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/02/2015,"50  Maigh Glas, Liscara, Carrick-on-Shannon",,Leitrim,"€37,885.46",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/02/2015,"36 DUN RI, ATTRIORY, CARRICK ON SHANNON",,Leitrim,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2015,"SHOALMORE, MOHILL, LEITRIM",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"12 LANDMARK COURT, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"16 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"33 MAIGH GLAS, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/02/2015,"CLOGHERGRANGE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"Mullagh, Dromahair",,Leitrim,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2015,"18 The Willows, Willowfield Road, Ballinamore",,Leitrim,"€55,506.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/02/2015,"4 LISNAGOT, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2015,"DERNAHALTMORE, AUGHNASHEELIN, BALLINAMORE",,Leitrim,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"4 SUMMERHILL GROVE, CARRICKONSHANNON, CO.LEITRIM",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"49 CLOONEEN PARK, MANORHAMILTON, CO LEITRIM",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"KILMADDAROE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"KILMAGHERA, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"THE BARRACKS, GORVAGH, MOHILL",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"THE COTTAGE, MISKAUN, BALLINAMORE",,Leitrim,"€34,340.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2015,"LEITRIM VILLAGE, LEITRIM, LEITRIM",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2015,"14 MAIGH GLAS, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2015,"16 CARRICK VIEW, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2015,"11 Bothar Tighernan, Dun Ri Attyrory, Carrick-on-Shannon",,Leitrim,"€65,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/03/2015,"14 Gleann Dara, Manorhamilton",,Leitrim,"€55,066.08",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
06/03/2015,"19 Gleann Dara, Manorhamilton",,Leitrim,"€48,458.15",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
06/03/2015,"ANNAGHSELHERNY, KILNAGROSS, CARRICK ON SHANNON",,Leitrim,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2015,"ARDRUM, BALLINAMORE, LEITRIM",,Leitrim,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2015,"2 DILLONS COURT, CHURCH LANE, MANORHAMILTON",,Leitrim,"€8,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2015,"3  Priors Point, Attirory, Carrick.on.Shannon",,Leitrim,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/03/2015,"5 Bothar Tighernan, Attirory, Carrick-on-Shannon",,Leitrim,"€57,269.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/03/2015,"ESHVEAGH, GLANGEVLIN, CARRICK-ON-SHANNON",,Leitrim,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"2 SPEERS GREEN, FOREST PARK, DROMAHAIR",,Leitrim,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"55 Gleann Dara, Manorhamilton",,Leitrim,"€96,916.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"No. 2 Priors Point, Attyrory, Carrick.on.Shannon",,Leitrim,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"WARDHOUSE, TULLAGHAN, LEITRIM",,Leitrim,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"2 CREAMERY RD, MANORHAMILTON, LEITRIM",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2015,"HOLLOW GLADE, CORNASLIEVE, CARRICK ON SHANNON",,Leitrim,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2015,"DRUMMEEN, MOHILL, CO LEITRIM",,Leitrim,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2015,"EDENVILLE, KINLOUGH, LEITRIM",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"1 HOLLYPARK, LEITRIM VILLAGE, LEITRIM",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"15 Gleann Dara, Manorhamilton",,Leitrim,"€66,079.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/03/2015,"3 THE PADDOCKS, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"CARRICKMORE HOUSE, TULLAGHAN, LEITRIM",,Leitrim,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2015,"CLOONMORRIS, BORNACOOLA, CO LEITRIM",,Leitrim,"€21,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"CORRAPHORT, FOXFIELD, CARRICK ON SHANNON",,Leitrim,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"DRUMMANS UPPER, DRUMKEERIN, LEITRIM",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"MULLANADARRAGH, CARRIGALLEN, LEITRIM",,Leitrim,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2015,"2 EARISCOURT, LOUGHRYNN, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2015,"23 CLOONEEN PARK, MANORHAMILTON, LEITRIM",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2015,"6 Priors Point, Attyrory, Carrick on Shannon",,Leitrim,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/03/2015,"8 BOTHAR TIGHERNAN, ATTIRORY, CARRICK ON SHANNON",,Leitrim,"€65,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/03/2015,"19 RIVERVIEW BLOCK, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2015,"21 MARYMOUNT, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2015,"44 ST PATRICKS PK, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2015,"26 MARYMOUNT, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€60,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2015,"DRUMANY, BALLINAMORE, LEITRIM",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2015,"KILCOOSEY, DROMAHAIR, CO LEITRIM",,Leitrim,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2015,"MAIN ST, KINLOUGH, CO LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2015,"1B Shannon Cove, Dromod",,Leitrim,"€54,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2015,"SHANVAUS, MANORHAMILTON, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2015,"CALDRAGH RD, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2015,"CLONBONEY, MOHILL, CO LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2015,"PAROCHIAL HOUSE, DRUMLEA, CARRIGALLEN",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2015,"14 PAIRC FE, BALLINAMORE, LEITRIM",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2015,"MEELICK, KESHCARRIGAN, CO LEITRIM",,Leitrim,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2015,"20 OAKFIELD LAWN, KINLOUGH, LEITRIM",,Leitrim,"€151,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2015,"47 MAIGH GLAS, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2015,"MELVIN HOUSE, MUNAKILL, MANORHAMILTON",,Leitrim,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2015,"18 MILLRACE, MANORHAMILTON",,Leitrim,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2015,"9 Bothar Tighernan, Dun Ri, Attyrory",,Leitrim,"€57,268.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/04/2015,"MURHAUN, DRUMSHAMBO, CO LEITRIM",,Leitrim,"€149,900.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2015,"THE RIPPLES, MAYO FOXFIELD, BALLINAMORE",,Leitrim,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2015,"35 Maigh Glas, Liscara, Carrick on Shannon",,Leitrim,"€37,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2015,"DERRADDA LOWER, BALLINAMORE, LEITRIM",,Leitrim,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2015,"13 Priors Point, Attyrory, CARRICK ON SHANNON",,Leitrim,"€189,427.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/04/2015,"6 APARTMENT BLOCK, CARRICK VIEW, CARRICK ON SHANNON",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2015,"CADDAGH, DROMAHAIRE, LEITRIM",,Leitrim,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2015,"CORACLOON OLD SCHOOL, KILTYCLOGHER, LEITRIM",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"5 Priors Point, Attyrory, Carrick on Shannon",,Leitrim,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/04/2015,"BEAGH, KILLAVOGGY, DROMAHAIR",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"DRUMCARRA, FOXFIELD, LEITRIM",,Leitrim,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"The Commons, Manorhamilton",,Leitrim,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2015,"32 MANOR GROVE, KINLOUGH, LEITRIM",,Leitrim,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2015,"27 CLUAIN ALAINN, CARRAIGALLEN, CO. LEITRIM",,Leitrim,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"19 CNOC NA SI, ATTIRORY, CARRICK ON SHANNON",,Leitrim,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"45 OAKLANDS, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"DRUMSILCA CARRIGALLEN, CARRIGALLEN, LEITRIM",,Leitrim,"€150,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"MANORHAMILTON, CO LEITRIM",,Leitrim,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2015,"29 MAIGH GLAS, LISCARA, CARRICK ON SHANNON",,Leitrim,"€42,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/2015,"LISMOYLE, DRUMSNA, LEITRIM",,Leitrim,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"2 BEAL NA LEICE, KESHCARRIGAN, LEITRIM",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"40 SUMMERHILL, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"DRUMANY BEIRNE, BALLINAMORE, LEITRIM",,Leitrim,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"LISNAGEA, KILNAGROSS, CARRICK ON SHANNON",,Leitrim,"€12,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"TAWNYLEA, DRUMKEERAN, LEITRIM",,Leitrim,"€41,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2015,"46 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2015,"FAHY, BALLINAGLERA, LEITRIM",,Leitrim,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2015,"3 CASTLE COURT, DROMAAIRE, LEITRIM",,Leitrim,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2015,"CORRAWALLEN, CARRIGALLEN, LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"10 Priors Point, Carrick on Shannon",,Leitrim,"€189,427.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
01/05/2015,"14 SUMMERHAVEN, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"KILLAPHORT, BALLINAMORE",,Leitrim,"€85,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/05/2015,"Drumlowan, Gorvagh",,Leitrim,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/05/2015,"16 THE PAVILLION, CENTRAL PARK, CARRICK-ON-SHANNON",,Leitrim,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2015,"3 Cois Locha, Carrigallen",,Leitrim,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2015,"MAIN ST, BALLINAMORE, CO LEITRIM",,Leitrim,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2015,"54 MAIGH GLAS, LISCARA, CARRICK ON SHANNON",,Leitrim,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2015,"BARR RD, GUBACREENEY, KINLOUGH",,Leitrim,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2015,"39 Maigh Glas, Lis Cara, Carrick-on-Shannon",,Leitrim,"€25,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/05/2015,"CLOONTUMPHER, BORNACOOLA, COUNTY LEITRIM",,Leitrim,"€27,650.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2015,"Inis D'or, Gubadruish, Mohill",,Leitrim,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2015,"STONEPARK, DROMAHAIR, LEITRIM",,Leitrim,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"CORLISHEEN, DRUMSNA, CARRICK ON SHANNON",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"DRUMDOO, MOHILL, CO. LEITRIM",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2015,"13 ALLEN BROOK, DRUMSHANBO, LEITRIM",,Leitrim,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2015,"11 Priors Point, Attyrory, Carrick-On-Shannon",,Leitrim,"€215,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/05/2015,"28 ST PATRICK'S PARK, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2015,"KILLEGAR, CARRIGALLEN",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2015,"THE SWALLOW, EDERGOLE, CLOONE",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"18 GLEANN DARA, MANORHAMILTON, CO LEITRIM",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"34 MAIGH GLAS, LISCARA, CARRICK ON SHANNON",,Leitrim,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"38 MAIGH GLAS, LISCARA, CARRICK ON SHANNON",,Leitrim,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"GORTNADERRY, KILTYCLOGHER, LEITRIM",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2015,"7 Cuan Eislinn, Dromod, Co Leitrim",,Leitrim,"€69,233.48",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
21/05/2015,"COTTAGE, CORRATIMORE, DROMAHAIR",,Leitrim,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2015,"5 QUAYSIDE, CARRICK 0N SHANNON, LEITRIM",,Leitrim,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
